t,x,v
17.95,-1.02238,0.447663
17.96,-1.01786,0.456028
17.97,-1.01326,0.46474
17.98,-1.00857,0.47382
17.99,-1.00378,0.483289
18,-0.998898,0.493171
18.01,-0.993915,0.503493
18.02,-0.988827,0.514281
18.03,-0.983628,0.525565
18.04,-0.978313,0.537378
18.05,-0.972878,0.549755
18.06,-0.967316,0.562732
18.07,-0.961621,0.576352
18.08,-0.955787,0.590658
18.09,-0.949806,0.605699
18.1,-0.94367,0.621528
18.11,-0.937373,0.638203
18.12,-0.930903,0.655785
18.13,-0.924254,0.674343
18.14,-0.917413,0.693954
18.15,-0.910371,0.714698
18.16,-0.903115,0.736668
18.17,-0.895633,0.759961
18.18,-0.887911,0.784689
18.19,-0.879934,0.810972
18.2,-0.871686,0.838945
18.21,-0.863149,0.868755
18.22,-0.854304,0.900567
18.23,-0.84513,0.934566
18.24,-0.835605,0.970953
18.25,-0.825703,1.00996
18.26,-0.815396,1.05183
18.27,-0.804655,1.09687
18.28,-0.793447,1.14538
18.29,-0.781735,1.19772
18.3,-0.769479,1.25431
18.31,-0.756633,1.3156
18.32,-0.743149,1.38211
18.33,-0.728972,1.45444
18.34,-0.714039,1.53324
18.35,-0.698283,1.61929
18.36,-0.681626,1.71346
18.37,-0.663983,1.81675
18.38,-0.645257,1.93031
18.39,-0.625338,2.05545
18.4,-0.604104,2.19369
18.41,-0.581415,2.34678
18.42,-0.557112,2.51673
18.43,-0.531016,2.70588
18.44,-0.502922,2.91689
18.45,-0.472596,3.15286
18.46,-0.43977,3.41734
18.47,-0.40414,3.71438
18.48,-0.365359,4.04859
18.49,-0.323027,4.42514
18.5,-0.276696,4.84971
18.51,-0.225853,5.32845
18.52,-0.169925,5.86766
18.53,-0.108278,6.4734
18.54,-0.0402185,7.15073
18.55,0.0349851,7.90244
18.56,0.118075,8.72723
18.57,0.209748,9.61705
18.58,0.310573,10.5536
18.59,0.420869,11.5043
18.6,0.540539,12.4182
18.61,0.668877,13.2245
18.62,0.804377,13.8348
18.63,0.9446,14.1537
18.64,1.08619,14.0973
18.65,1.22512,13.6173
18.66,1.35714,12.7219
18.67,1.4784,11.4814
18.68,1.58601,10.0147
18.69,1.67841,8.46022
18.7,1.75535,6.94402
18.71,1.81773,5.55881
18.72,1.86714,4.35703
18.73,1.90554,3.35582
18.74,1.9349,2.54755
18.75,1.95706,1.91058
18.76,1.97359,1.41769
18.77,1.9858,1.0415
18.78,1.99473,0.757284
18.79,2.00118,0.544177
18.8,2.00579,0.385268
18.81,2.00902,0.267248
18.82,2.01124,0.179848
18.83,2.0127,0.115256
18.84,2.0136,0.0675885
18.85,2.01409,0.0324431
18.86,2.01428,0.00654545
18.87,2.01424,-0.012532
18.88,2.01404,-0.0265845
18.89,2.01372,-0.0369368
18.9,2.01331,-0.0445657
18.91,2.01284,-0.0501905
18.92,2.01231,-0.0543405
18.93,2.01175,-0.0574054
18.94,2.01117,-0.0596718
18.95,2.01056,-0.0613505
18.96,2.00994,-0.0625967
18.97,2.00931,-0.0635244
18.98,2.00867,-0.0642177
18.99,2.00803,-0.0647382
19,2.00738,-0.0651315
19.01,2.00673,-0.0654311
19.02,2.00607,-0.0656617
19.03,2.00541,-0.0658413
19.04,2.00475,-0.0659834
19.05,2.00409,-0.0660979
19.06,2.00343,-0.0661919
19.07,2.00277,-0.066271
19.08,2.00211,-0.0663389
19.09,2.00144,-0.0663987
19.1,2.00078,-0.0664525
19.11,2.00011,-0.0665018
19.12,1.99945,-0.0665479
19.13,1.99878,-0.0665916
19.14,1.99812,-0.0666336
19.15,1.99745,-0.0666743
19.16,1.99678,-0.066714
19.17,1.99612,-0.0667531
19.18,1.99545,-0.0667917
19.19,1.99478,-0.06683
19.2,1.99411,-0.0668681
19.21,1.99344,-0.066906
19.22,1.99277,-0.0669438
19.23,1.9921,-0.0669815
19.24,1.99143,-0.0670192
19.25,1.99076,-0.0670569
19.26,1.99009,-0.0670947
19.27,1.98942,-0.0671324
19.28,1.98875,-0.0671703
19.29,1.98808,-0.0672081
19.3,1.98741,-0.067246
19.31,1.98673,-0.067284
19.32,1.98606,-0.067322
19.33,1.98539,-0.0673601
19.34,1.98471,-0.0673983
19.35,1.98404,-0.0674365
19.36,1.98336,-0.0674748
19.37,1.98269,-0.0675132
19.38,1.98201,-0.0675516
19.39,1.98134,-0.0675901
19.4,1.98066,-0.0676287
19.41,1.97999,-0.0676673
19.42,1.97931,-0.067706
19.43,1.97863,-0.0677448
19.44,1.97795,-0.0677836
19.45,1.97728,-0.0678226
19.46,1.9766,-0.0678616
19.47,1.97592,-0.0679006
19.48,1.97524,-0.0679398
19.49,1.97456,-0.067979
19.5,1.97388,-0.0680183
19.51,1.9732,-0.0680576
19.52,1.97252,-0.0680971
19.53,1.97184,-0.0681366
19.54,1.97116,-0.0681762
19.55,1.97047,-0.0682158
19.56,1.96979,-0.0682556
19.57,1.96911,-0.0682954
19.58,1.96843,-0.0683352
19.59,1.96774,-0.0683752
19.6,1.96706,-0.0684152
19.61,1.96637,-0.0684553
19.62,1.96569,-0.0684955
19.63,1.965,-0.0685358
19.64,1.96432,-0.0685761
19.65,1.96363,-0.0686165
19.66,1.96295,-0.068657
19.67,1.96226,-0.0686976
19.68,1.96157,-0.0687382
19.69,1.96088,-0.0687789
19.7,1.9602,-0.0688197
19.71,1.95951,-0.0688606
19.72,1.95882,-0.0689016
19.73,1.95813,-0.0689426
19.74,1.95744,-0.0689837
19.75,1.95675,-0.0690249
19.76,1.95606,-0.0690662
19.77,1.95537,-0.0691075
19.78,1.95468,-0.069149
19.79,1.95399,-0.0691905
19.8,1.95329,-0.0692321
19.81,1.9526,-0.0692737
19.82,1.95191,-0.0693155
19.83,1.95122,-0.0693573
19.84,1.95052,-0.0693992
19.85,1.94983,-0.0694412
19.86,1.94913,-0.0694833
19.87,1.94844,-0.0695255
19.88,1.94774,-0.0695677
19.89,1.94705,-0.06961
19.9,1.94635,-0.0696525
19.91,1.94565,-0.069695
19.92,1.94496,-0.0697375
19.93,1.94426,-0.0697802
19.94,1.94356,-0.0698229
19.95,1.94286,-0.0698658
19.96,1.94216,-0.0699087
19.97,1.94146,-0.0699517
19.98,1.94076,-0.0699948
19.99,1.94006,-0.0700379
20,1.93936,-0.0700812
